Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Cust_Since(yrs),Num_Childrns,AcceptedCmp,Total_amt_spend,Total_Purchases,Age_Groups
2n Cycle,Engaged,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,0,0,49,12,1,2,1048,30,Mid_aged
PhD,Married,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,53,11,0,0,943,24,Mid_aged
Graduation,Engaged,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,66,11,1,2,907,27,Old
Graduation,Married,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,0,0,59,12,1,2,1658,26,Mid_aged
Graduation,Married,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,0,0,38,10,0,0,1638,22,Young
2n Cycle,Engaged,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,0,1,47,11,0,4,73,7,Young
Graduation,Single,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,0,0,44,10,1,2,275,12,Young
Graduation,Married,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,0,0,62,12,1,2,854,26,Mid_aged
Master,Married,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,0,0,52,11,1,2,106,7,Mid_aged
Graduation,Single,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,0,1,54,12,1,2,106,7,Mid_aged
PhD,Single,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,0,1,41,11,0,4,1923,19,Young
Graduation,Engaged,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,53,11,0,0,1662,22,Mid_aged
Graduation,Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,48,10,1,2,84,7,Mid_aged
Graduation,Single,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,51,11,1,2,5,0,Mid_aged
Graduation,Married,58597.0,20,490,0,184,10,28,21,12,7,4,9,7,0,0,48,12,2,0,733,32,Mid_aged
PhD,Widow,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,76,10,0,0,1234,17,Old
Graduation,Engaged,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,0,0,66,12,2,0,112,9,Old
PhD,Single,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,0,1,37,10,0,4,1658,15,Young
Graduation,Engaged,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,0,0,64,11,1,2,55,7,Mid_aged
2n Cycle,Married,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,0,0,49,12,1,2,1513,26,Mid_aged
2n Cycle,Engaged,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,0,0,66,11,2,0,271,17,Old
PhD,Married,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,0,0,49,10,1,2,904,27,Mid_aged
Master,Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,1,49,12,2,4,120,11,Mid_aged
2n Cycle,Married,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,0,0,36,12,1,2,103,8,Young
2n Cycle,Single,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,0,0,36,12,1,2,269,17,Young
Graduation,Single,9255.0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,35,11,1,2,22,5,Young
PhD,Widow,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,0,1,65,11,0,4,1156,16,Mid_aged
PhD,Married,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,0,53,12,1,2,1086,19,Mid_aged
Master,Single,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,57,11,1,2,1128,28,Mid_aged
Graduation,Engaged,31928.0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,35,10,1,2,72,9,Young
Master,Engaged,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,63,11,2,0,964,27,Mid_aged
Graduation,Married,65819.0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,46,12,0,0,1383,20,Young
PhD,Single,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,0,0,71,11,3,0,18,4,Old
Graduation,Divorced,51983.0,95,631,0,115,10,7,30,3,9,2,10,7,0,0,60,12,1,2,793,24,Mid_aged
2n Cycle,Married,30390.0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,37,11,0,0,80,6,Young
Graduation,Single,30983.0,50,51,4,50,12,1,49,1,4,0,3,8,0,1,61,12,0,4,167,8,Mid_aged
Graduation,Widow,66033.0,76,293,35,179,46,59,65,2,8,3,7,7,0,0,67,11,1,2,677,20,Old
2n Cycle,Married,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,49,11,2,0,23,4,Mid_aged
Master,Divorced,57530.0,68,50,1,27,6,7,1,1,1,1,4,1,0,0,73,11,1,2,92,7,Old
2n Cycle,Married,76800.0,33,173,26,255,35,71,81,1,4,4,7,1,0,0,59,10,0,0,641,16,Mid_aged
Graduation,Married,63943.0,50,423,184,368,13,97,21,1,6,4,6,5,0,0,68,12,1,2,1106,17,Old
Master,Married,37054.0,89,12,1,6,0,1,5,2,1,0,3,7,0,0,57,11,2,0,25,6,Mid_aged
Master,Engaged,47175.0,81,167,2,44,6,2,19,7,4,2,4,8,0,1,62,12,2,4,240,17,Mid_aged
Graduation,Divorced,31859.0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,48,11,1,2,20,4,Mid_aged
Graduation,Divorced,27215.0,50,30,5,22,8,9,28,4,2,1,4,6,0,0,63,11,3,0,102,11,Mid_aged
PhD,Divorced,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,0,0,48,11,1,2,1034,26,Mid_aged
Graduation,Married,24645.0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,36,12,1,2,17,4,Young
Graduation,Divorced,79865.0,12,71,99,278,185,121,38,1,5,10,5,1,0,0,70,10,1,2,792,21,Old
Graduation,Married,44322.0,30,46,0,40,3,0,3,2,3,0,3,8,0,0,39,10,1,2,92,8,Young
Graduation,Single,47958.0,8,268,11,88,15,3,22,2,6,3,5,5,0,0,72,11,1,2,407,16,Old
Master,Single,63972.0,93,928,63,254,0,12,12,4,5,4,10,4,0,0,60,12,1,2,1269,23,Mid_aged
Graduation,Engaged,75315.0,14,459,15,171,142,23,31,2,5,4,12,2,0,0,70,10,1,2,841,23,Old
PhD,Married,55517.0,53,483,0,108,0,6,36,5,11,1,6,9,0,1,74,12,2,4,633,23,Old
PhD,Married,75283.0,26,733,9,180,12,19,66,11,6,3,5,4,0,0,67,11,3,0,1019,25,Old
Master,Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,1,33,10,0,4,2525,18,Young
Master,Married,27161.0,41,7,4,23,7,0,11,1,1,0,3,7,0,0,38,11,1,2,52,5,Young
PhD,Engaged,38201.0,19,233,0,23,0,0,12,4,5,1,5,8,0,0,64,11,1,2,268,15,Mid_aged
Graduation,Engaged,45203.0,4,35,3,67,10,8,24,1,3,1,3,6,0,1,42,10,2,4,147,8,Young
PhD,Engaged,81574.0,89,1252,0,465,46,35,0,1,4,5,8,1,0,0,77,10,0,0,1798,18,Old
Master,Single,60482.0,81,255,43,134,37,14,24,1,7,2,7,7,0,0,48,11,1,2,507,17,Mid_aged
Graduation,Engaged,34633.0,31,8,1,5,0,0,1,1,1,0,2,6,0,0,68,10,3,0,15,4,Old
Master,Engaged,78093.0,53,368,32,639,13,43,10,1,4,7,5,1,0,0,77,11,0,0,1105,17,Old
Graduation,Divorced,82460.0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,74,11,0,0,974,15,Old
Master,Engaged,45903.0,80,33,8,10,2,10,3,2,2,1,3,4,0,0,58,10,1,2,66,8,Mid_aged
Graduation,Divorced,81361.0,18,163,23,424,27,65,76,1,3,10,13,1,0,1,37,10,0,4,778,27,Young
PhD,Divorced,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,1,51,10,2,4,49,6,Mid_aged
Master,Engaged,40442.0,52,45,12,52,25,22,13,4,3,1,4,7,0,1,72,12,2,4,169,12,Old
Graduation,Married,61482.0,39,48,58,68,16,66,43,1,3,2,6,2,0,0,59,10,0,0,299,12,Mid_aged
Graduation,Married,34968.0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,44,11,1,2,221,17,Young
Graduation,Married,75794.0,33,754,160,625,63,32,48,1,7,5,12,3,0,0,37,11,0,0,1682,25,Young
Graduation,Married,74268.0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,69,11,0,0,892,13,Old
Basic,Engaged,13724.0,43,2,7,5,2,15,27,1,2,0,2,9,0,0,36,12,1,2,58,5,Young
PhD,Single,52569.0,54,85,0,3,0,0,7,1,2,0,4,3,0,0,57,10,1,2,95,7,Mid_aged
PhD,Single,48432.0,3,322,3,50,4,3,42,5,7,1,6,8,0,1,51,12,1,2,424,19,Mid_aged
Graduation,Single,36108.0,68,141,8,129,3,11,47,3,7,1,4,9,0,0,40,11,1,2,339,15,Young
Graduation,Married,76445.0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,53,12,1,2,1410,21,Mid_aged
PhD,Married,36663.0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,49,10,1,2,35,6,Mid_aged
Master,Married,53843.0,64,378,0,88,19,4,73,4,8,5,3,7,0,0,59,11,1,2,562,20,Mid_aged
Master,Married,90226.0,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,68,12,0,0,2352,24,Old
Master,Divorced,70638.0,69,1016,12,215,16,12,63,1,4,5,10,3,0,0,69,11,0,0,1334,20,Old
Graduation,Engaged,44512.0,57,23,1,6,0,0,2,2,1,0,3,4,0,0,64,11,2,0,32,6,Mid_aged
Graduation,Married,27116.0,78,12,1,21,2,2,3,2,2,0,3,7,0,0,63,10,2,0,41,7,Mid_aged
PhD,Married,54072.0,71,35,0,4,0,0,0,1,2,0,2,8,0,0,61,11,2,0,39,5,Mid_aged
Graduation,Married,71855.0,59,548,31,422,0,112,28,4,5,5,11,3,0,0,47,11,1,2,1141,25,Young
2n Cycle,Single,51250.0,28,342,32,230,34,32,40,5,10,5,4,9,0,0,34,11,1,2,710,24,Young
Master,Married,60432.0,61,365,3,15,4,3,11,5,7,2,5,6,0,0,51,10,1,2,401,19,Mid_aged
2n Cycle,Married,12393.0,38,5,6,15,11,7,13,1,2,0,3,9,0,0,46,12,0,0,57,6,Young
Graduation,Single,64509.0,19,836,185,575,24,25,77,1,6,3,9,4,0,1,34,11,0,4,1722,19,Young
Graduation,Single,33955.0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,49,11,1,2,270,15,Mid_aged
Graduation,Married,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,0,1,47,11,2,4,31,6,Young
Graduation,Married,55434.0,21,238,115,215,169,69,76,3,5,3,13,4,0,0,40,11,1,2,882,24,Young
Graduation,Engaged,28359.0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,41,11,1,2,16,4,Young
Graduation,Single,57100.0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,37,10,1,2,311,14,Young
Master,Married,52973.0,92,856,0,76,12,9,199,7,9,6,9,8,0,0,68,12,1,2,1152,31,Old
PhD,Engaged,51717.0,55,98,1,17,0,1,5,1,3,0,4,7,0,0,59,11,1,2,122,8,Mid_aged
Graduation,Married,18793.0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,53,11,1,2,77,9,Mid_aged
Graduation,Single,50664.0,64,313,8,104,6,4,126,9,8,1,6,9,0,0,65,11,2,0,561,24,Mid_aged
Graduation,Engaged,54414.0,49,109,18,16,24,26,18,4,3,1,5,4,0,0,61,11,2,0,211,13,Mid_aged
PhD,Married,54549.0,8,216,2,6,0,0,9,2,5,1,4,7,0,0,72,10,1,2,233,12,Old
PhD,Widow,47111.0,35,595,71,153,120,112,41,6,3,2,10,9,0,0,53,12,1,2,1092,21,Mid_aged
PhD,Divorced,41003.0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,61,11,0,0,601,17,Mid_aged
Graduation,Engaged,19444.0,8,16,0,23,3,2,10,3,4,1,2,7,0,1,42,10,1,2,54,10,Young
2n Cycle,Engaged,36301.0,53,11,12,35,3,5,12,1,3,0,3,7,0,0,48,11,1,2,78,7,Mid_aged
PhD,Engaged,42731.0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,55,11,1,2,244,13,Mid_aged
PhD,Married,52854.0,43,105,0,10,0,1,0,2,2,1,4,5,0,0,65,10,2,0,116,9,Mid_aged
Graduation,Engaged,22775.0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,46,11,1,2,15,4,Young
PhD,Married,59821.0,11,629,0,70,0,0,35,6,11,2,7,8,0,0,69,11,1,2,734,26,Old
Graduation,Divorced,50002.0,21,443,5,71,21,16,82,2,8,2,7,7,0,0,70,11,1,2,638,19,Old
Graduation,Married,69755.0,23,217,77,373,111,23,93,1,3,6,12,1,0,0,79,11,0,0,894,22,Old
Graduation,Married,44078.0,17,24,1,10,2,0,4,2,2,0,3,5,0,0,55,10,2,0,41,7,Mid_aged
Master,Engaged,30560.0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,48,11,1,2,31,5,Mid_aged
Master,Engaged,35924.0,56,8,0,14,2,3,7,1,1,0,3,5,0,0,55,10,2,0,34,5,Mid_aged
PhD,Divorced,64140.0,71,1459,0,61,0,15,215,5,2,5,6,5,0,1,60,11,2,4,1750,18,Mid_aged
Graduation,Engaged,56386.0,51,230,48,214,13,32,75,8,9,1,7,9,0,0,43,12,2,0,612,25,Young
2n Cycle,Engaged,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,43,10,1,2,823,21,Young
Master,Divorced,39228.0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,64,11,0,0,20,4,Mid_aged
Master,Married,58494.0,56,298,7,68,4,0,19,2,6,2,6,6,0,0,50,11,1,2,396,16,Mid_aged
Graduation,Single,58684.0,71,479,35,179,28,7,85,1,5,3,12,2,0,0,43,10,0,0,813,21,Young
Graduation,Divorced,57136.0,18,267,140,599,34,12,127,1,7,5,7,6,0,1,57,11,0,4,1179,20,Mid_aged
PhD,Widow,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,0,0,74,10,2,0,138,10,Old
Graduation,Married,22448.0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,42,10,1,2,55,9,Young
Graduation,Single,82014.0,48,980,37,265,35,163,31,1,3,6,12,6,0,1,63,12,0,4,1511,22,Mid_aged
Graduation,Widow,34213.0,2,50,4,28,6,3,26,3,3,1,2,9,0,1,61,12,2,4,117,9,Mid_aged
Graduation,Engaged,157146.0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,47,11,0,0,1730,28,Young
PhD,Widow,25358.0,57,19,0,5,0,0,8,2,1,0,3,6,0,0,77,11,1,2,32,6,Old
Master,Single,35544.0,77,30,5,23,4,1,4,1,2,0,3,7,0,0,46,10,1,2,67,6,Young
Master,Engaged,36634.0,0,213,9,76,4,3,30,3,5,2,5,7,0,0,70,11,1,2,335,15,Old
PhD,Married,62670.0,57,539,30,92,80,46,38,1,5,3,13,3,0,0,70,10,1,2,825,22,Old
2n Cycle,Engaged,50334.0,24,284,16,160,84,16,134,6,7,4,6,6,0,0,52,11,1,2,694,23,Mid_aged
Graduation,Single,72066.0,55,1003,34,536,134,51,34,1,4,6,6,2,0,1,43,10,0,4,1792,17,Young
PhD,Single,50729.0,62,239,13,143,45,4,52,9,6,2,7,6,0,0,66,11,2,0,496,24,Old
Graduation,Engaged,34916.0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,56,11,2,0,231,13,Mid_aged
Graduation,Divorced,64892.0,77,527,24,230,32,24,65,2,6,4,12,4,0,0,48,10,1,2,902,24,Mid_aged
Graduation,Single,43602.0,45,19,5,12,10,3,19,3,3,1,2,6,0,0,58,10,2,0,68,9,Mid_aged
2n Cycle,Single,41473.0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,39,11,1,2,76,6,Young
PhD,Married,63246.0,60,593,30,91,29,22,7,1,6,3,12,4,0,0,57,11,2,0,772,22,Mid_aged
PhD,Married,36732.0,71,21,5,3,10,1,7,3,1,1,4,2,0,0,65,11,2,0,47,9,Mid_aged
PhD,Single,37929.0,49,202,2,46,3,2,10,2,4,2,5,7,0,1,39,11,0,4,265,13,Young
Graduation,Engaged,86610.0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,73,11,0,0,1603,18,Old
Master,Married,80141.0,20,1184,102,673,52,40,40,1,7,4,10,6,0,1,38,11,0,4,2091,22,Young
Graduation,Married,69016.0,61,726,53,363,123,107,161,4,8,9,13,5,0,0,54,12,1,2,1533,34,Mid_aged
2n Cycle,Engaged,20193.0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,33,12,0,0,82,7,Young
Graduation,Married,27573.0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,49,11,1,2,244,14,Mid_aged
Basic,Single,15862.0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,45,11,1,2,36,5,Young
PhD,Married,49544.0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,48,11,1,2,404,16,Mid_aged
Graduation,Married,33228.0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,44,10,1,2,71,6,Young
Graduation,Engaged,70440.0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,46,11,0,0,1572,23,Young
Graduation,Engaged,38232.0,84,43,5,28,7,6,33,4,3,1,3,5,0,0,53,10,2,0,122,11,Mid_aged
PhD,Married,22554.0,38,27,0,10,0,0,4,4,2,0,4,5,0,0,69,12,2,0,41,10,Old
PhD,Married,23536.0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,41,10,1,2,10,4,Young
Graduation,Married,49413.0,88,205,7,41,3,2,46,2,4,2,5,5,0,0,72,11,1,2,304,13,Old
Graduation,Married,42231.0,99,24,0,8,0,1,4,1,1,0,3,5,0,0,55,10,2,0,37,5,Mid_aged
Master,Divorced,78789.0,12,667,50,850,21,83,83,1,4,6,5,2,0,1,44,12,0,4,1754,16,Young
Graduation,Engaged,56534.0,35,691,7,61,10,0,46,4,10,4,7,8,0,1,56,11,1,2,815,25,Mid_aged
Graduation,Single,58350.0,5,493,26,206,116,80,80,4,8,3,12,6,0,0,53,11,1,2,1001,27,Mid_aged
Graduation,Single,49090.0,45,494,5,82,7,0,100,3,7,2,9,7,0,0,73,11,1,2,688,21,Old
Master,Divorced,61787.0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,37,11,0,0,1319,19,Young
PhD,Married,18169.0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,39,11,1,2,21,4,Young
2n Cycle,Single,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,43,12,1,2,31,4,Young
Graduation,Married,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,34,12,0,0,67,6,Young
Graduation,Divorced,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,0,72,11,1,2,708,21,Old
2n Cycle,Engaged,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,0,53,12,2,0,25,4,Mid_aged
PhD,Married,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,41,11,0,0,746,11,Young
PhD,Divorced,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,0,67,12,2,0,32,5,Old
Master,Widow,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,0,73,10,2,0,1695,25,Old
Graduation,Married,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,0,48,12,1,2,1080,28,Mid_aged
Graduation,Single,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,35,11,1,2,57,10,Young
PhD,Engaged,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,0,51,10,1,2,660,25,Mid_aged
Basic,Engaged,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,0,1,51,12,1,2,103,11,Mid_aged
PhD,Married,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,40,11,1,2,153,11,Young
Master,Engaged,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,68,12,1,2,1220,32,Old
Graduation,Engaged,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,59,12,1,2,279,13,Mid_aged
Graduation,Married,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,46,10,1,2,745,20,Young
PhD,Married,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,51,10,1,2,264,12,Mid_aged
Graduation,Married,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,0,1,38,10,0,4,2157,22,Young
Master,Married,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,0,1,65,11,1,2,1526,23,Mid_aged
Graduation,Engaged,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,46,11,1,2,69,6,Young
Graduation,Married,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,58,12,0,0,1597,26,Mid_aged
Basic,Single,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,32,10,1,2,64,8,Young
Graduation,Engaged,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,40,12,1,2,497,18,Young
Graduation,Single,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,68,11,1,2,1067,17,Old
Graduation,Married,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,47,10,2,0,31,7,Young
Graduation,Engaged,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,50,11,2,0,211,14,Mid_aged
PhD,Married,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,0,1,48,12,1,2,877,25,Mid_aged
Graduation,Married,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,1,0,45,11,1,3,11,4,Young
PhD,Married,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,41,11,0,4,2034,25,Young
Graduation,Single,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,33,11,0,4,1991,19,Young
PhD,Widow,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,62,10,0,0,1686,24,Mid_aged
PhD,Single,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,1,42,10,1,2,324,17,Young
Master,Single,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,1,45,10,1,2,69,9,Young
Graduation,Engaged,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,1,69,12,2,4,252,16,Old
Basic,Single,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,59,11,1,2,54,5,Mid_aged
Graduation,Married,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,73,11,1,2,1327,28,Old
PhD,Engaged,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,60,10,2,0,68,7,Mid_aged
Graduation,Divorced,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,0,0,69,11,2,0,55,5,Old
Graduation,Engaged,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,58,10,0,0,1456,21,Mid_aged
2n Cycle,Single,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,66,11,1,2,563,18,Old
Graduation,Divorced,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,70,11,1,2,1504,26,Old
Graduation,Married,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,61,11,0,0,1125,23,Mid_aged
Graduation,Married,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,65,10,1,2,358,17,Mid_aged
PhD,Married,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,53,11,1,2,42,5,Mid_aged
Graduation,Engaged,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,0,60,10,1,2,184,10,Mid_aged
Graduation,Engaged,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,41,11,1,2,460,19,Young
PhD,Single,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,1,79,10,0,4,145,8,Old
Graduation,Engaged,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,1,77,11,0,4,1376,25,Old
PhD,Divorced,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,55,11,1,2,792,23,Mid_aged
Graduation,Married,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,72,12,0,0,1382,23,Old
Basic,Engaged,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,77,12,0,0,28,4,Old
Graduation,Divorced,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,55,11,1,2,882,23,Mid_aged
PhD,Married,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,75,11,0,0,2231,15,Old
PhD,Engaged,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,63,12,1,2,1101,19,Mid_aged
2n Cycle,Single,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,44,10,1,2,48,5,Young
PhD,Widow,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,75,11,1,2,467,19,Old
Basic,Single,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,45,11,2,0,38,10,Young
Graduation,Married,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,56,11,2,0,81,9,Mid_aged
Master,Single,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,1,53,11,1,2,167,10,Mid_aged
PhD,Married,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,69,10,2,0,45,7,Old
Graduation,Married,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,52,11,1,2,664,21,Mid_aged
2n Cycle,Married,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,60,11,1,2,622,20,Mid_aged
2n Cycle,Divorced,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,45,11,1,2,48,7,Young
Graduation,Engaged,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,49,11,1,2,461,16,Mid_aged
Graduation,Married,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,47,11,1,2,1073,26,Young
2n Cycle,Married,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,38,11,1,2,55,8,Young
Graduation,Married,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,68,11,1,2,976,26,Old
PhD,Single,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,44,10,1,2,20,5,Young
Master,Married,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,0,0,49,11,1,2,224,10,Mid_aged
PhD,Divorced,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,1,50,12,1,2,101,9,Mid_aged
PhD,Engaged,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,72,11,0,0,1165,17,Old
Graduation,Married,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,57,10,1,2,24,5,Mid_aged
PhD,Married,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,47,12,0,0,269,13,Young
PhD,Engaged,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,51,11,1,2,102,7,Mid_aged
2n Cycle,Married,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,40,11,0,0,461,19,Young
Basic,Single,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,45,12,1,2,47,7,Young
PhD,Single,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,48,10,2,0,144,10,Mid_aged
Graduation,Married,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,56,12,0,0,1338,24,Mid_aged
Graduation,Engaged,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,65,11,1,2,917,25,Mid_aged
